1608,1193
1642,1193
1638,1201
1600,1214
1594,1242
1607,1256
1590,1284
1589,1324
1536,1338
1530,1363
1521,1402
1498,1429
1475,1441
1500,1450
1508,1456
1494,1444
1499,1428
1505,1416
1526,1404
1520,1388
1520,1373
1525,1356
1535,1343
1531,1333
1515,1319
1461,1311
1440,1335
1394,1333
1355,1351
1314,1365
1296,1370
1290,1375
1244,1377
1228,1387
1224,1403
1230,1379
1201,1352
1192,1341
1176,1328
1184,1330
1168,1322
1149,1305
1140,1282
1152,1262
1173,1229
1190,1201
1189,1186
1192,1160
1215,1129
1225,1117
1223,1119
1237,1091
1249,1072
1256,1046
1290,1045
1322,1037
1320,1026
1338,1008
1372,1005
1399,1000
1406,1004
1427,1017
1430,1027
1399,1049
1420,1073
1411,1075
1415,1080
1412,1098
1379,1110
1405,1112
1414,1120
1407,1141
1417,1154
1422,1160
1393,1176
1387,1186
1390,1188
1396,1196
1424,1200
1474,1200
1469,1198
1506,1190
1497,1191
1537,1193
1575,1196
1546,1206
1571,1192
1557,1187
1580,1177
1606,1180
1612,1184
1609,1206
1622,1214
1648,1219
1662,1222
1654,1252
1667,1272
1660,1280
1678,1282
1675,1290
1709,1302
1715,1308
1732,1318
1727,1319
1737,1327
1727,1363
1708,1379
1689,1377
1653,1408
1656,1441
1639,1464
1636,1484
1628,1503
1624,1517
1601,1530
1589,1549
1589,1529
1567,1548
1557,1548
1500,1561
1527,1528
1513,1521
1508,1517
1522,1510
1464,1520
1427,1513
1421,1497
1411,1477
1395,1459
1388,1447
1381,1426
1379,1423
1380,1414
1368,1401
1359,1379
1367,1362
1347,1360
1342,1342
1341,1309
1315,1302
1338,1285
1348,1276
1306,1263
1294,1249
1284,1237
1273,1250
1275,1233
1264,1229
1293,1245
1312,1226
1311,1214
1304,1196
1313,1203
1317,1198
1299,1176
1312,1171
1316,1139
1335,1124
1363,1096
1373,1093
1386,1092
1390,1091
1423,1063
1439,1086
1449,1097
1442,1098
1421,1107
1446,1107
1479,1106
1482,1114
1480,1127
1496,1139
1524,1149
1528,1158
1551,1175
1595,1182
1604,1205
1642,1207
1634,1235
1665,1243
1683,1264
1699,1269
1698,1294
1666,1315
1646,1342
1604,1363
1568,1387
1559,1420
1540,1433
1528,1460
1481,1481
1472,1486
1442,1511
1412,1514
1381,1503
1362,1503
1336,1501
1327,1490
1285,1484
1302,1484
1287,1450
1279,1415
1259,1401
1260,1377
1252,1351
1270,1315
1278,1279
1291,1249
1281,1230
1263,1209
1239,1201
1247,1163
1244,1152
1264,1134
1286,1131
1290,1127
1330,1115
1328,1101
1335,1102
1348,1092
1376,1071
1410,1078
1415,1059
1407,1048
1452,1057
1454,1067
1478,1070
1490,1075
1487,1093
1520,1094
1502,1114
1508,1139
1530,1145
1549,1136
1568,1149
1616,1158
1638,1176
1643,1184
1628,1218
1635,1242
1619,1256
1588,1281
1558,1308
1539,1342
1530,1377
1491,1385
1445,1406
1394,1444
1355,1486
1321,1497
1311,1503
1266,1507
1276,1497
1241,1509
1257,1483
1259,1449
1267,1422
1245,1406
1248,1378
1251,1355
1260,1324
1270,1300
1286,1260
1310,1219
1330,1204
1312,1190
1318,1170
1317,1161
1290,1171
1283,1161
1277,1177
1240,1184
1270,1170
1252,1161
1269,1157
1248,1143
1260,1141
1257,1133
1292,1134
1289,1133
1311,1116
1308,1103
1359,1098
1398,1087
1407,1085
1417,1072
1432,1069
1461,1048
1483,1037
1501,1020
1538,1017
1566,1019
1608,1013
1635,1013
1618,1027
1638,1056
1651,1066
1666,1096
1686,1126
1660,1176
1649,1216
1618,1265
1587,1289
1553,1327
1557,1341
1561,1360
1555,1384
1563,1407
1557,1418
1567,1423
1559,1441
1566,1448
1578,1441
1583,1442
1576,1434
1549,1433
1549,1421
1539,1410
1542,1394
1535,1394
1491,1407
1474,1395
1476,1384
1463,1375
1466,1363
1449,1367
1451,1363
1452,1350
1465,1356
1478,1352
1466,1353
1465,1322
1468,1321
1483,1313
1510,1301
1536,1281
1545,1256
1578,1235
1610,1229
1648,1221
1688,1193
1724,1180
1798,1178
1828,1160
1891,1159
1939,1136
2006,1142
2005,1157
2022,1143
2073,1150
2133,1178
2139,1212
2118,1246
2120,1300
2090,1357
2044,1412
1995,1480
1963,1523
1919,1587
1880,1638
1837,1710
1757,1785
1663,1870
1569,1921
1488,1966
1408,1979
1365,1996
1322,2009
1258,1987
1197,1962
1184,1931
1175,1887
1164,1846
1140,1787
1117,1734
1100,1709
1083,1665
1061,1615
1062,1551
1030,1494
1000,1441
1014,1356
1010,1292
1005,1240
997,1193
1003,1159
1021,1101
1006,1080
1033,1063
1041,1020
1028,1006
1057,976
1090,953
1117,925
1123,894
1149,869
1179,857
1194,855
1219,842
1214,832
1260,828
1277,843
1290,854
1308,849
1339,857
1375,860
1421,850
1444,871
1499,866
1541,858
1594,851
1643,855
1687,852
1736,850
1754,866
1782,860
1803,867
1856,871
1896,872
1946,881
1972,916
2015,927
2040,959
2060,1004
2071,1050
2044,1117
2051,1171
2007,1232
1967,1313
1918,1378
1914,1430
1905,1490
1854,1528
1822,1600
1803,1634
1785,1676
1748,1719
1718,1764
1704,1777
1685,1792
1652,1796
1612,1802
1604,1825
1553,1827
1528,1830
1516,1816
1489,1793
1447,1776
1437,1780
1383,1766
1332,1756
1277,1753
1232,1738
1194,1738
1168,1712
1114,1680
1053,1659
1053,1646
1032,1608
1019,1585
999,1543
979,1497
965,1451
948,1400
931,1365
942,1301
955,1251
977,1200
986,1144
1010,1088
1037,1036
1062,980
1101,930
1147,889
1180,850
1220,799
1263,770
1288,749
1299,726
1342,714
1370,709
1402,704
1440,728
1461,749
1479,771
1499,789
1536,818
1562,838
1568,878
1579,905
1593,936
1598,970
1615,1006
1617,1046
1620,1087
1640,1124
1638,1171
1630,1215
1602,1254
1607,1276
1571,1329
1559,1345
1535,1366
1540,1376
1524,1381
1482,1403
1477,1421
1409,1449
1388,1453
1385,1458
1380,1466
1347,1482
1320,1460
1296,1466
1275,1447
1229,1456
1206,1440
1195,1411
1210,1373
1214,1337
1204,1296
1208,1285
1203,1280
1206,1263
1196,1239
1210,1220
1200,1211
1213,1189
1214,1169
1233,1159
1245,1150
1246,1134
1261,1125
1274,1083
1253,1070
1263,1046
1288,1033
1318,1020
1349,990
1414,964
1439,946
1473,950
1505,939
1542,927
1575,916
1621,913
1650,925
1671,947
1689,963
1718,975
1768,1003
1781,1026
1801,1058
1801,1083
1837,1104
1843,1142
1843,1186
1882,1217
1864,1258
1894,1282
1909,1308
1953,1328
1922,1381
1899,1457
1880,1516
1816,1583
1749,1649
1673,1698
1625,1731
1617,1737
1546,1757
1526,1752
1531,1765
1519,1761
1545,1753
1526,1744
1553,1730
1539,1700
1509,1682
1487,1671
1489,1645
1439,1638
1391,1604
1338,1574
1311,1573
1264,1565
1205,1546
1167,1509
1137,1487
1083,1464
1050,1439
1051,1409
1050,1393
1040,1378
1026,1335
995,1316
1027,1283
1015,1253
1026,1227
1011,1199
1035,1161
1020,1123
990,1083
991,1056
1009,1017
1046,986
1073,961
1098,928
1106,920
1144,891
1193,873
1194,855
1241,842
1298,831
1339,821
1369,820
1406,825
1426,830
1494,836
1507,848
1532,866
1568,878
1611,878
1619,912
1638,941
1659,975
1657,1014
1654,1051
1644,1076
1648,1106
1634,1153
1630,1204
1599,1261
1563,1300
1518,1334
1470,1385
1472,1426
1406,1465
1358,1482
1297,1494
1286,1507
1261,1524
1252,1527
1215,1516
1228,1493
1235,1468
1212,1435
1223,1382
1256,1361
1238,1338
1239,1312
1226,1276
1228,1253
1218,1234
1220,1214
1211,1194
1195,1172
1169,1151
1185,1139
1199,1129
1208,1119
1229,1110
1253,1084
1272,1077
1323,1054
1322,1037
1375,1024
1378,1012
1382,1012
1397,1012
1417,1006
1432,1005
1436,1013
1456,1031
1459,1041
1497,1043
1524,1043
1554,1042
1569,1058
1581,1081
1589,1090
1617,1115
1621,1122
1643,1137
1638,1156
1661,1183
1650,1198
1648,1193
1661,1204
1644,1208
1657,1209
1680,1213
1678,1240
1663,1277
1622,1302
1606,1321
1575,1326
1516,1354
1494,1372
1459,1391
1437,1400
1405,1412
1387,1423
1381,1451
1343,1471
1319,1479
1314,1463
1258,1466
1231,1476
1206,1464
1205,1468
1180,1452
1154,1450
1121,1426
1115,1433
1106,1399
1119,1372
1132,1338
1172,1292
1194,1232
1232,1191
1315,1146
1354,1115
1393,1060
1482,1004
1563,957
1590,936
1633,937
1674,948
1728,937
1753,948
1750,976
1752,1003
1751,1051
1743,1084
1739,1139
1727,1199
1714,1233
1678,1274
1637,1350
1617,1394
1570,1430
1545,1472
1530,1502
1495,1544
1471,1577
1453,1584
1414,1584
1388,1583
1356,1592
1306,1588
1305,1569
1282,1545
1305,1514
1278,1497
1263,1478
1262,1434
1245,1413
1253,1382
1243,1345
1261,1309
1252,1282
1227,1247
1214,1218
1208,1220
1215,1199
1234,1167
1241,1148
1284,1117
1303,1096
1346,1068
1356,1066
1377,1044
1417,1031
1465,1018
1495,1011
1528,1000
1565,1008
1601,1001
1632,1009
1641,1034
1656,1064
1675,1067
1654,1083
1673,1105
1672,1129
1687,1148
1730,1168
1737,1179
1781,1214
1769,1251
1789,1278
1774,1304
1746,1321
1737,1346
1705,1391
1684,1428
1675,1457
1641,1470
1616,1490
1584,1525
1577,1519
1534,1532
1511,1555
1465,1577
1471,1579
1451,1577
1416,1555
1414,1551
1339,1553
1299,1536
1252,1517
1247,1486
1248,1451
1256,1423
1259,1397
1262,1362
1263,1315
1260,1269
1277,1229
1327,1192
1349,1169
1347,1149
1372,1131
1410,1098
1441,1069
1452,1043
1469,1015
1495,999
1525,963
1561,942
1581,924
1610,924
1655,932
1700,944
1741,950
1761,986
1781,1019
1768,1068
1740,1111
1753,1156
1749,1214
1714,1262
1691,1319
1674,1377
1671,1414
1641,1444
1629,1486
1601,1531
1579,1550
1581,1571
1562,1589
1521,1607
1486,1607
1472,1612
1503,1580
1504,1553
1493,1555
1453,1563
1439,1545
1431,1512
1384,1498
1393,1461
1373,1445
1368,1424
1350,1379
1342,1355
1340,1335
1327,1306
1318,1309
1318,1275
1319,1271
1323,1275
1299,1272
1263,1254
1282,1257
1286,1262
1288,1249
1304,1231
1325,1237
1318,1229
1339,1225
1361,1219
1339,1230
1345,1210
1360,1191
1388,1179
1401,1177
1426,1169
1451,1174
1473,1166
1501,1157
1528,1155
1525,1156
1531,1144
1527,1152
1565,1142
1528,1170
1496,1185
1480,1203
1469,1235
1440,1262
1427,1282
1446,1297
1424,1331
1420,1348
1410,1352
1409,1369
1407,1366
1402,1361
1413,1349
1425,1342
1440,1351
1414,1340
1394,1325
1385,1303
1408,1278
1398,1270
1390,1265
1373,1276
1367,1259
1371,1250
1366,1259
1389,1251
1403,1227
1400,1204
1459,1182
1465,1158
1500,1154
1530,1139
1547,1124
1561,1128
1556,1119
1585,1115
1593,1118
1612,1118
1622,1141
1610,1149
1624,1167
1657,1191
1634,1197
1631,1225
1621,1249
1626,1280
1626,1293
1599,1313
1620,1319
1631,1321
1605,1340
1585,1365
1579,1373
1572,1383
1572,1393
1571,1388
1575,1386
1581,1388
1605,1371
1605,1376
1609,1366
1627,1366
1629,1366
1611,1380
1584,1387
1578,1402
1563,1406
1550,1421
1525,1433
1507,1464
1505,1495
1473,1526
1445,1506
1436,1516
1451,1530
1440,1510
1412,1505
1414,1519
1392,1496
1405,1479
1423,1452
1442,1425
1427,1413
1413,1408
1449,1379
1486,1346
1507,1318
1531,1306
1534,1296
1557,1275
1550,1276
1530,1267
1542,1253
1547,1252
1581,1239
1616,1218
1626,1210
1629,1199
1651,1203
1654,1213
1671,1225
1704,1202
1707,1206
1693,1221
1674,1237
1672,1259
1674,1261
1644,1265
1623,1277
1638,1288
1625,1301
1597,1324
1556,1352
1526,1352
1506,1360
1481,1402
1450,1383
1439,1386
1444,1411
1413,1426
1390,1429
1383,1447
1382,1446
1350,1444
1340,1449
1333,1441
1352,1432
1335,1424
1316,1408
1285,1400
1284,1391
1285,1358
1316,1351
1329,1343
1349,1312
1363,1282
1415,1257
1434,1230
1451,1221
1458,1200
1470,1197
1488,1189
1505,1187
1519,1189
1539,1168
1568,1160
1612,1159
1610,1159
1650,1155
1679,1147
1723,1137
1760,1149
1773,1146
1764,1147
1778,1165
1770,1193
1724,1239
1659,1288
1642,1331
1624,1359
1592,1399
1537,1442
1531,1471
1523,1496
1518,1508
1473,1539
1450,1569
1429,1578
1455,1569
1444,1561
1396,1572
1401,1558
1409,1534
1392,1507
1395,1500
1400,1473
1431,1443
1487,1385
1542,1332
1612,1291
1631,1261
1687,1217
1726,1179
1744,1165
